text	category	region	language	cultural_score	quality_score
"nid=801 
SUBSIDENCEOFTHESANTALCULTURE:PERSPECTIVERAJ
SHAHI 
*Corresponding Author:Rahul Kumar Dutta Pinku"	customs	Unknown	Santali	2	1.9047619047619049
"It is a deep rooted belief among the Santals 
that witchcraft empowers a woman to cause harm in a society"	customs	Unknown	Santali	2	1.9047619047619049
Santals are a tribal group residing in South Asian countries such as Bangladesh, India, Nepal, and Bhutan	customs	Unknown	Santali	2	1.9047619047619049
Phillips, who lived in Orissa, published a book entitled “An Introduction to the Santal Language” in 1852	customs	Unknown	Santali	2	1.9047619047619049
Campbell‟s edited books are like “Santali PạrhaoPuṭhi” (I, II & III) (Santali Study Books, I, II & III)	language	Unknown	Santali	2	1.9047619047619049
"Santals belong to the
generic Munda family which is one of the pre-
Dravidian tribes of the central India"	gender	Unknown	Santali	2	1.9047619047619049
"Schmidt
has classified the Mundari language as sub-family of
the Austro-Asiatic language group (Roy, ’12)"	gender	Unknown	Santali	2	1.9047619047619049
"The Christian Santals
enjoy the festival on the name of Paska but they do
not perform any religious rites"	festival	Unknown	Santali	2	1.9047619047619049
"'
In Santali as well as Kherwarian languages, the pronominal subject markers are highly mobile clitics that tend to attach to the word preceding the
verb stem"	language	Unknown	Santali	3	1.89873417721519
"EMPOWERMENT &EDUCATION OF SANTAL WOMEN: 
Santali women go outside home to work as agricultural labourer, daily labourer, midwife, handicraft worker 
and so on"	gender	Unknown	Santali	3	1.89873417721519
"Santali 
serves as a living repository of their traditions, worldview, and collective memory, intricately woven into the fabric 
of their culture (Azad, 2003)"	festival	Unknown	Santali	3	1.89873417721519
"Santali cinema has not been able to create an identity as a film industry like most other cinemas in
India"	language	Unknown	Santali	2	1.8867924528301887
"When I
lived in Murmu’s village in the late 1970s he used to say that by learning
the script, the Santals will discover the ancient truth, hidden by the bongas"	language	Unknown	Santali	3	1.8867924528301887
Interestingly Santhals are one of the tribal people who have maintained their aboriginal language till now	customs	Unknown	Santali	2	1.8867924528301887
"Thus the impact of modernization on the present
day Santal community can be gauged through this case
study"	gender	Unknown	Santali	2	1.8867924528301887
"This class that developed from
Santal community at presents neglects the Santals who
inhabit the village as they are backward and inferior
in comparison to them"	social	Unknown	Santali	3	1.875
Since India became independent, tribal culture has altered, developed and propagated in public negotiations	customs	Unknown	Santali	2	1.8691588785046727
Practices of widow marriage, widower marriage, remarriage, and divorce are prevalent still in the community	gender	Unknown	Santali	2	1.8691588785046727
"The Vishwa Bharti University of Shantiniketan has
been imparting education in Santali for the last 24
years"	language	Unknown	Santali	2	1.8691588785046727
"One of the factors which added fuel to the fire to the rebellion was rape of Santal women 
by the outsiders"	gender	Unknown	Santali	2	1.8691588785046727
"[16] This man was “Sagram Murmu” who hailed from a village in the Godda Subdivision of the Santal 
Parganas"	social	Unknown	Santali	2	1.8691588785046727
"Property and religion among the Santals
Traditionally, the property is inherited only
through the male line"	festival	Unknown	Santali	2	1.8691588785046727
"During field survey it was found
that almost all problems and disputes occurring within
the community have been settled down by their
traditional village council"	social	Unknown	Santali	3	1.8633540372670807
"They connect the North Santal with their ancestral heritage, the natural world that 
surrounds them, and the spiritual beliefs that guide their lives (Wang et al"	customs	Unknown	Santali	3	1.8633540372670807
"Not only that
she can speak in languages other than Santali, that is,
in Bengali, English as well as in Hindi to some extent,
and these have enriched her profile"	language	West Bengal	Santali	3	1.8633540372670807
"P, 1972 A study in tradition of tribal specially, Santals in the district of Santal Pargana; 
unpublished ph"	festival	Unknown	Santali	2	1.8518518518518516
"As the number of research on Santal literature is limited, any research 
will significantly contribute to it"	language	Unknown	Santali	2	1.8518518518518516
"Stories were told sitting together in the village courtyards and sitting areas 
or on the floor of the house"	housing	Unknown	Santali	2	1.8518518518518516
[28] This grove is set aside in the founding of the village and left undisturbed except at times of festival	festival	Unknown	Santali	2	1.8518518518518516
The Santals : anthropological-theological reflections on Santali & biblical creation traditions (https://www	festival	Unknown	Santali	2	1.8518518518518516
"The Bidin Hod do not
consider themselves as a part of Hindus, they follow
only the traditional Santal rituals and worships, and
make offerings to bongas (deities)"	customs	Unknown	Santali	3	1.8518518518518516
"Tribals are
hugely dependent on the forest-based economy, and
the Santals of this region are of no exception"	customs	Unknown	Santali	2	1.8518518518518516
"These celebrations are made with tribal songs & dances in the open courtyard of
the village as with beating drums of various type locally known as Madol, Dhol, etc"	festival	Unknown	Santali	3	1.8404907975460123
"Introduction 
There had been inadequacy in the growth of language and literature of many tribal communities in India and it 
still continues to be for most of them"	language	Unknown	Santali	3	1.8404907975460123
"Puxley edited “A Vocabulary of the Santali 
Language” in 1868 and that book he used the system of letters for Roman Hindusthani with a few omissions and 
additions"	language	Unknown	Santali	3	1.8404907975460123
"Even today
among Santals, traditional speech events mark important occasions, such as
celebrating past heroes"	festival	Unknown	Santali	2	1.834862385321101
"Descriptions of the Santal  
The Santals inhabit several parts of north India as well as Nepal and Bangladesh"	language	Unknown	Santali	2	1.834862385321101
"Besides, “there is a rare example where the Santal community people have improved 
their financial conditions"	gender	Unknown	Santali	2	1.834862385321101
They too engaged Santals in recording as well and made them realize the beauty of their tradition and culture	festival	Unknown	Santali	2	1.834862385321101
"Self-Image
The Santal youths now like to portray their self-
image as modern non-tribal youths are presenting"	customs	Unknown	Santali	2	1.834862385321101
"1966, Village Organization among the Santals, Bulletin of the Cultural Research Institute, 
Calcutta, 3, 49-64"	social	Unknown	Santali	2	1.8181818181818181
"In Odisha, the ol’ chiki script has become an up-to-date means of communi-
cation and a symbol of high culture"	language	Odisha	Santali	2	1.8181818181818181
"The internet and mass media offer access
to Santali literature to both elites and to the masses, and they constitute a new
forum for preserving the cultural heritage"	language	Unknown	Santali	3	1.8181818181818181
"This study is 
an effort to document the rich culture of the Santhals and their customary 
laws and traditions"	customs	Unknown	Santali	2	1.8181818181818181
"The culture of the children of Santal embodies in this sense the 
complete way of life of a set of generations"	customs	Unknown	Santali	2	1.8181818181818181
"Key Words: Santal, Culture, Santal social system, Cultural subsidence, Change in culture, Cultural 
dominansce"	customs	Unknown	Santali	2	1.8181818181818181
"Fast development of technology and different television or radio 
programs are also threats for Santal culture"	gender	Unknown	Santali	2	1.8181818181818181
"5
Legally and administratively, the term “tribal” in
tribal languages does not have any linguistic
connotation"	customs	Unknown	Santali	2	1.8181818181818181
"Overall, the greatest contribution of Campbell was 
“A Santali English Dictionary” which was published in 1899"	language	Unknown	Santali	2	1.8181818181818181
"They built their houses in the middle of
agricultural land and on either side of village road
near the streams"	housing	Unknown	Santali	2	1.8181818181818181
"Housing Pattern
Housing pattern is also a visual change of culture
degradation among the Santal of this region"	customs	Unknown	Santali	2	1.8181818181818181
"Lepsius, as existing in some of the African languages, appear
to have some
similarity to these Santal jerks
;
but according
to Boyce's description, they are not alike"	language	Unknown	Santali	3	1.8072289156626504
"world 
1 
 
 
 
THE CONCEPT OF PEACE AND VALUES IN SANTALI CULTURE:  A STUDY IN THE CONTEXT OF 
MODERNIZATION 
 
Anupam Rajak 
Research Scholar , Vinaya-Bhavana, Dept"	language	Unknown	Santali	3	1.8072289156626504
"During these three and a half years he worked among 
the Santals, he learnt Santali language, organised a collection of Santal poetry, legends, stories 
and addresses"	language	Unknown	Santali	3	1.8072289156626504
"In contrast to the teachers’ statement that
they and their wards were strongly in favour of
teaching Santali through Ol Chiki, the parents’
view differed considerably"	language	Unknown	Santali	3	1.8072289156626504
"ABSTRACT This paper discusses State education politics
in view of minority language speakers within a dominant
language group, taking the example of Santali in Orissa"	language	Unknown	Santali	3	1.8072289156626504
"It
was evident to him that the script could contribute to create a Santal identity ‘beyond the states’
borders’"	language	Unknown	Santali	2	1.8018018018018018
"There is a general 
perception in India that women in tribal societies face fewer restrictions than Hindu women"	gender	Unknown	Santali	2	1.8018018018018018
"[51]
Entertainment
Freedom Fighter
Literature
Politician
15/05/2025, 12:34
Santal people - Wikipedia
https://en"	gender	Unknown	Santali	2	1.8018018018018018
"Conclusion 
The North Santal community in Dinajpur embodies a rich tapestry of cultural and historical legacies"	gender	Unknown	Santali	2	1.8018018018018018
"Awareness regarding
education has been observed since two generations
of the Santal community to a higher range"	gender	Unknown	Santali	2	1.8018018018018018
"She insists her children to watch
Hindi programmes so that her daughters can shade
off the tag of being Santali"	language	Unknown	Santali	2	1.8018018018018018
"How folk 
literature is this language  evolved into written form and how it come to developed is also described"	language	Unknown	Santali	2	1.8018018018018018
"So  they decided that if the bible was to preached 
there was a great need to learn the language of the Santals"	customs	Unknown	Santali	2	1.8018018018018018
"Their social life is a shared, ordered
and has a defined role of each family member which is based on their traditional village
organization and political organization"	gender	Unknown	Santali	3	1.7964071856287425
"It is evident that they are peace loving race 
having their own age old traditional culture full of their values"	festival	Unknown	Santali	2	1.7857142857142856
"The ol’ chiki movement mobilized Santal youth, and volunteers taught the
script to children and adults in Odisha"	gender	Odisha	Santali	2	1.7857142857142856
"M(2013) “The impact of cultural diversity and globalization in developing a Santal peer culture in 
Middle India"	customs	Unknown	Santali	2	1.7857142857142856
"Reflections on Santal and Hindu Elements in the Santal Karam Ritual, Asian Societies 
in Comparative Perspective"	gender	Unknown	Santali	2	1.7857142857142856
"The Sangha is a member of Nepal Federation
of Indigenous Nationalities (NEFIN) and International
Santals Council"	customs	Unknown	Santali	2	1.7857142857142856
"As Santals are not 
influenced to use the Roman script, it seems that religious following and local 
influence acts as an important force to inspire linguistic practices"	language	Unknown	Santali	3	1.7751479289940828
"Existing literature on the Santals, 
who are at the center of this study is reviewed and analyzed in this chapter"	language	Unknown	Santali	2	1.7699115044247788
"Ali Ahsan‟s (1998) Santals of Bangladesh (in Bangla) 
allows knowing about the whole Santal lifestyle and culture"	customs	Unknown	Santali	2	1.7699115044247788
"Santal Literature: 
Like other tribes and nations, Santals pass on their literary heritage through oral tradition"	festival	Unknown	Santali	2	1.7699115044247788
"""Locating and digitising early Santali periodicals published between 1890 and 1975 in Eastern India"" (https://eap"	language	Unknown	Santali	2	1.7699115044247788
"""Ol Chiki moulded into perfection by invention of lowercase letters -
Ajanta Heritage & Culture"" (https://ajantahc"	language	Unknown	Santali	2	1.7543859649122806
"Married son 
established their own family and married daughter leave the house to lead a family with their husband"	gender	Unknown	Santali	2	1.7543859649122806
"Muhammad Samad (2006), the Santals 
are one of the most deprived and helpless indigenous communities in Bangladesh"	customs	Unknown	Santali	2	1.7543859649122806
"Mazharul 
Islam Toru (in Bangla, 2008) provides a vivid picture of Santal culture, education, and social structure"	customs	Unknown	Santali	2	1.7543859649122806
"As mentioned earlier, an independent script
was devised for Santali25, which in the meanwhile
has developed into a fairly established medium
of communication even in print"	language	Unknown	Santali	3	1.7543859649122806
"The tales show they collected many necessary things from the jungle, 
and their livelihood depended on agriculture"	farming	Unknown	Santali	2	1.7543859649122806
"This article explores missionaries' significant contributions to the Santhali 
language and literature development"	gender	Unknown	Santali	2	1.7543859649122806
"The family believed that the wife had
thrown some grains of mustard seeds over the sick
girl by a sorcery practice"	farming	Unknown	Santali	2	1.7543859649122806
"He considers
his traditional activities to be backward, as his birth
place Khejurdanga village is in interior area"	festival	Unknown	Santali	2	1.7543859649122806
"How folk literature in this language evolved 
into written  form and how it come to be developed is also described"	language	Unknown	Santali	2	1.7543859649122806
"3) Middle Period- 1890 to 1946 
4) Modern Period- 1947 after”3 
Oral Literature Period (1854 before): Before this period there was  no authorial form of Santali literature"	language	Unknown	Santali	3	1.7543859649122806
"The process is described in Ol Chemed (A Santali Primer), and also in his book Ronod (A Santali Grammar in Santali), in his description of Ol
Chiki's chapa and usara styles"	language	Unknown	Santali	3	1.744186046511628
● 20 working days have been assigned to understand and practice the sentences in different  topics for one language	customs	Unknown	Santali	2	1.7391304347826086
"A well to do Santal family has meal three 
times a day, while the poor, who is a daily wage earner have twice a day"	gender	Unknown	Santali	2	1.7391304347826086
"The Santhals have a rich heritage and have retained their language, 
institutions, tribal organization and religion"	customs	Unknown	Santali	2	1.7391304347826086
"The Santals of Nepal prefer to live in a nuclear
family due to their economic instability, landlessness and poverty"	gender	Unknown	Santali	2	1.7391304347826086
"The
dressing pattern, food habits and regular activities of
this family represent the modern culture of the society"	gender	Unknown	Santali	2	1.7391304347826086
"[44]
ɲɛl ('see') > ɲɛlok ('be seen') (passive)
Causative
Reciprocal
Benefactive
Medio-passive
Passive and Reflexive
15/05/2025, 12:32
Santali language - Wikipedia
https://en"	language	Unknown	Santali	3	1.7341040462427744
"[b] Chhapa (Santali for 'print') is used for publication, while
usaraà (Santali for 'quick') is used for handwriting"	language	Unknown	Santali	2	1.7241379310344827
"Persons,
There
are
three
persons
in
Santali,
1st
the speaker,
2nd the person spoken to, and 3rd the person spoken
of"	language	Unknown	Santali	2	1.7241379310344827
"In 
some cases, Santali people are listening Bangla or Hindi songs besides Santali songs 
in their marriage ceremony"	festival	Unknown	Santali	2	1.7241379310344827
"The Tribal language friendly programs
implemented by the State as well as Central
Government are indeed praiseworthy"	gender	Unknown	Santali	2	1.7241379310344827
"94% of Santals believe strongly and the remaining 6% simply that 
their religion and ancient beliefs are changed now"	customs	Unknown	Santali	2	1.7241379310344827
"The Santals, most dominant tribal group in Eastern India and Bangladesh, 
are not bound to follow a fixed occupation"	customs	Unknown	Santali	2	1.7241379310344827
"The paper highlighted all the major issues concerned with the inclusion of Santal women in the mainstream 
education"	gender	Unknown	Santali	2	1.7241379310344827
"“HorKanhiko” Santals Folktales, was edited in 1924 and “Kathamala”, 
Aesop‟s Fables in Santali was published in 1938"	language	Unknown	Santali	2	1.7241379310344827
"Because, new generations don‟t have adequate 
attention for learning as well as practicing Santali language so that this language can 
alive or go for generation to generation"	language	Unknown	Santali	3	1.7142857142857144
"The role of missionaries in the development of Santhali language and literature is 
a testament to the power of language in shaping cultural identity and community empowerment"	gender	Unknown	Santali	3	1.7142857142857144
"These were
accompanied with singing and dancing, but there was
no other music or external intrusion of source of
entertainment than these in the ritual celebrations by
tribals"	festival	Unknown	Santali	3	1.7142857142857144
"Traditional gender inequality involves property rights and political partici-
pation among Santals and other Adivasis"	festival	Unknown	Santali	2	1.7094017094017095
"SANTAL SOCIETY: 
The Santals have been strictly maintaining a well-defined traditional judicial self-governing system"	festival	Unknown	Santali	2	1.7094017094017095
"They have their own 
distinct art culture, customs, and traditions which they have been following since ancient times"	customs	Unknown	Santali	2	1.7094017094017095
"[V]
The Santals have another social organisation important for rituals, called khunti, or gusti in south Chota Nagpur"	customs	Unknown	Santali	2	1.7094017094017095
"They also informed
that they have no money for buying the musical
instruments and dance does not happen without
music"	festival	Unknown	Santali	2	1.7094017094017095
", Ethnicity, Ritual integration and literature as illustrated by Karam rituals among the Santals, 
PhD thesis, Institute of History of Religion, University of Copenhagen,1998 p"	language	Unknown	Santali	3	1.7045454545454544
"[19][20][21][22]
In 2008, first international platform for Santali films was launched in Jamshedpur by Dashrath Hansda"	language	Unknown	Santali	2	1.694915254237288
"It accompanies songs and 
musical rhythms produced by the Tumdak, Tamak and Tiria and other Santal musical instruments"	festival	Unknown	Santali	2	1.694915254237288
"It accompanies songs and musical rhythms produced by the Tumdak, Tamak and Tiria 
and other Santal musical instruments"	festival	Unknown	Santali	2	1.694915254237288
"It accompanies songs and musical rhythms produced by the Tumdak, Tamak and Tiria and other Santal musical 
instruments"	festival	Unknown	Santali	2	1.694915254237288
"It accompanies songs and musical rhythms 
produced by the Tumdak, Tamak and Tiria and other Santal musical instruments"	festival	Unknown	Santali	2	1.694915254237288
"By creating the Santal script, Raghunath Murmu was able to rewrite the tradi-
tions, since the script allowed Santals to imagine a single cultural community
across state borders"	gender	Unknown	Santali	3	1.694915254237288
"Mohapatra 
recognizes the glorious past of the Santals and attempts to find a balance between “two sets of symbols, between 
technology and ritual, between politics and culture”"	customs	Unknown	Santali	3	1.694915254237288
"This paper aims to show that the cultural dominance by the mainstream Bangla culture on the 
vulnerable Santal culture"	customs	Unknown	Santali	2	1.694915254237288
"Family Communication Patterns between Muslim and Santal Communities in Rural Bangladesh: A Cross-
Cultural Perspective"	gender	Unknown	Santali	2	1.694915254237288
"However, Suniti Kumar Chatterji praised the work of 
missionaries and revealed their contribution to Santal literature"	language	Unknown	Santali	2	1.694915254237288
"During 
this time, Language and literature made the most progress, so this period is also considered the golden period"	language	Unknown	Santali	2	1.694915254237288
"There are several branches of stories written in Santali Divided into five parts Which is known as : 
1) Short stories"	language	Unknown	Santali	2	1.694915254237288
"In 2001, the West Bengal
Government has constituted a committee to study
the feasability of teaching Santali through Ol Chiki
and to introduce it in various syllabi and curricula"	language	West Bengal	Santali	3	1.6853932584269662
"org/wiki/Santali_literature
1/4
Santali books in North Odisha University
library
Santali literature encompasses various forms, including poetry, prose, drama, and folk literature"	language	Odisha	Santali	3	1.6853932584269662
"[5] According to 2011
census, India has a total of 7,368,192 Santali speakers (including 358,579 Karmali, 26,399
Mahli)"	language	Unknown	Santali	2	1.680672268907563
"The chapter of Santali cinema
began in the 1980s, when few Santali films were commercially successful at regional level"	language	Unknown	Santali	2	1.680672268907563
"The British enabled non-tribal individuals to live in tribal lands and 
moneylenders and other agents used the Santales"	customs	Unknown	Santali	2	1.680672268907563
"Bodding created the first 
alphabet and wrote the first grammar for the Santali-speaking native people in eastern India"	language	Unknown	Santali	2	1.680672268907563
"""The Santalization of the Santals"" In The New Wind: Changing Identities in South Asia edited by 
Kenneth David, 369-382"	language	Unknown	Santali	2	1.680672268907563
"Philip also told that his 
father had sound knowledge on Santali language which he had developed through his 
exposure and expertise on it being received from its version in India"	language	Unknown	Santali	3	1.675977653631285
"This is an accompaniment to songs, 
musical rhythms providing the melody line alongside other Santal musical instruments"	festival	Unknown	Santali	2	1.6666666666666667
"The J¤dopa·i¤s generally live in the outskirts of the indigenous peoples (¤div¤s¯) 
village, or in close proximity to it"	social	Unknown	Santali	2	1.6666666666666667
"The privileged tribal learners
will immediately try to avoid such schools and
study in the regional languages or English"	customs	Unknown	Santali	2	1.6666666666666667
"org 
The study has uncovered that the settings of the Santal folktales are almost the same as a village or rural setting"	social	Unknown	Santali	2	1.6666666666666667
"So, by reading folktales, one can know what 
kind of festivals the Santal used to have and what kind of people they were"	festival	Unknown	Santali	2	1.6666666666666667
"[23]
There are seven kinds of marriage recognized in the Santal
community, each with its own degree of social acceptance"	gender	Unknown	Santali	2	1.6666666666666667
"Interrelationship between tribal that is Santal of this
region and the non-tribal communities have
transformed the traditional image of tribal society
gradually to a modern society"	social	Unknown	Santali	3	1.6666666666666667
"Though there prevails
the influence of the rigid and deep-rooted traditional
culture, it has been observed that acceptance of
modern views are the emerging trends of Santal
society"	festival	Unknown	Santali	3	1.6666666666666667
"Religious Conversion
Some sections of Santals have inclined to
Hinduism by adapting the religious ceremony, rituals
and customs, while a larger group have converted to
Christianity"	customs	Unknown	Santali	3	1.6666666666666667
"The aim of the paper is not only to identify the element of peace 
and vales in Santali culture but also to find out changes in them that has 
been taking place due to modernization"	gender	Unknown	Santali	3	1.6574585635359116
"45
The Jharkhand Intermediate Education Board has
introduced a compulsory Matri Bhasha (mother
tongue, native language) subject where Santali carries
equal weightage with Hindi (www"	language	Jharkhand	Santali	3	1.6574585635359116
"com/india-news/santhali-beco
mes-india-s-first-tribal-language-to-get-own-wikipedia-edition/story-f
UP5LRZI0lEBlVGNCjW5cK"	customs	Unknown	Santali	2	1.6528925619834711
Santali cinema has a good scope in the states of Jharkhand and Odisha the majority of its viewers reside in these regions	language	Jharkhand	Santali	2	1.6528925619834711
"Reading and discussing the archives
The collection of texts lasted for 40 years and include around 3,000 pages in
Santali"	language	Unknown	Santali	2	1.6528925619834711
"The Rationale of the Study: 
Santal literature is far behind other literature; it has not contributed to world literature"	language	Unknown	Santali	2	1.6528925619834711
"[3] Santals 
are the largest homogenous tribal group of India who are considered to be the absolute originals of the land"	customs	Unknown	Santali	2	1.6528925619834711
"The headman worships
there, also used by the village council to settle the
community disputes (Biswas, ’56; Ghimire, ’89)"	social	Unknown	Santali	2	1.6528925619834711
"Further,
during child delivery, majority of Santal women of
this region are getting admitted to the nearby health
centres"	gender	Unknown	Santali	2	1.6528925619834711
"During this time, 
language and literature made the most progress, so this period is also considered as the golden period"	language	Unknown	Santali	2	1.6528925619834711
"Among the Santals only women are believed to practice witchcraft in contrast to that of Mundas, Oraons, Bhils 
and other tribes in which both a man or a woman can practice witchcraft"	gender	Unknown	Santali	3	1.6483516483516485
"Within the North Munda group there exists a dialectic continuum 
between Korku and a sizeable group of Kherwarian languages, of which Santali is a 
member (Anderson 390; Majumder 539)"	language	Unknown	Santali	3	1.639344262295082
"35 They
wanted to store tribal knowledge by transforming heathen beliefs into folklore,
so the Santals would gradually cease to worship their deities (bongas) and
embrace Christianity"	customs	Unknown	Santali	3	1.639344262295082
"A better future for the 
Santal women is an inalienable part of building a better life for all children and youth in India"	gender	Unknown	Santali	2	1.639344262295082
"To explore cultural dominance by the powerful Bangladeshi community over that of the 
minority tribal Santal community, this anti-colonial discursive framework will be apt and suitable"	gender	Unknown	Santali	3	1.6304347826086956
"A point always raised by the Santali
activists is further the much lesser number of
speakers of Konkani, Sindhi or Kashmiri"	language	Unknown	Santali	2	1.6260162601626018
"Family Pattern
The advent of urbanisation has changed the
pattern but family do retain its importance in the Santal
society"	gender	Unknown	Santali	2	1.6260162601626018
"A description is 
given of  how  `is given of how the characteristic and quality of this language have evolved through care"	language	Unknown	Santali	2	1.6260162601626018
"In some ritualistic ceremonies, 
marriage is found to be practiced fully in a different style as new generation utterly is 
influenced by different languages (Bangla, Hindi, English etc"	customs	Unknown	Santali	3	1.6216216216216217
"Socially, Santali women are restricted from 
openly worshipping the Santal gods and spirits, from taking part in religious sacrifices, and from consuming fowl 
which has been sacrificed"	gender	Unknown	Santali	3	1.6216216216216217
"As the Santals belong to the Munda family of languages, they have been classified by Anthropologists as Pre-
Dravidians, Kolarians, Dravidians, Proto-Australoids, Nishadies and Austrics"	gender	Unknown	Santali	3	1.6216216216216217
"The impact of
this exposure can be seen in the field of culture,
8
Sujit Kumar Paul & Anindita Gupta
language, traditions, occupation, customs etc (Saren,
2013; Majhi, 2010; Paul, 2005)"	customs	Unknown	Santali	3	1.6216216216216217
"org/wiki/Ol_Chiki_script
6/10
Some Western-style punctuation marks are used with Ol Chiki: the comma (,), exclamation mark ("	language	Unknown	Santali	2	1.6129032258064515
"For Ghosh the emergence of an indigenous
identity must be set in the context of indigenous or Adivasi customary law in
India"	customs	Unknown	Santali	2	1.6129032258064515
"It was the
panther, he affirmed, who convinced him he must not only introduce the
script, but also regenerate Santal society"	language	Unknown	Santali	2	1.6129032258064515
"Such rituals mark the mountains as sacred sites, an important
point when Santals want to show that the place belongs to them"	customs	Unknown	Santali	2	1.6129032258064515
"The Santhal tribes of 
India have a typical tribal lifestyle and they have a magnificent skill in 
making musical equipments"	festival	Unknown	Santali	2	1.6129032258064515
The EIC troops in Rajmahal began moving into the country, splitting up Santal forces and turning the villagers into refugees	social	Unknown	Santali	2	1.6129032258064515
"In this context Parkin also refer to and quote the 
article ‘The Santalization of the Santals’ by the Anthropologist Moham K"	language	Unknown	Santali	2	1.6129032258064515
"Despite being a rich culture, Santal culture is being forced in several ways to be mixed 
with the dominating Bangla culture"	customs	Unknown	Santali	2	1.6129032258064515
"The 
Santhals plant the tree near their house for its 
pretty, delicate, fragrant flowers which the 
women wear as ornaments"	gender	Unknown	Santali	2	1.6129032258064515
"When the girl's family are made aware of their situation, the jog majhi of the girl's village arrives at
the house of the headman of the boy's village to discover the couple's intentions"	gender	Unknown	Santali	3	1.6129032258064515
"Divorce (Sakam
oºeh) is not a common practice among the Santals,
but it is possible if a husband or a wife wants to
separate"	customs	Unknown	Santali	2	1.6129032258064515
"They return the village at the
middle of the day and assemble at the Manjhi Haram’s
house to distribute the meat of the prey"	housing	Unknown	Santali	2	1.6129032258064515
"The youth of Santal
community now do celebrate Durga puja, Saraswati
puja, Viswakarma puja, Holi and Diwali celebration,
etc"	festival	Unknown	Santali	2	1.6129032258064515
"After a time he came to a village, and going to'
a house asked the people if they had a foal to sell, as he wished
to buy one"	housing	Unknown	Santali	2	1.6
"It is one of the few tribes 
that has retained its language and culture, along with oral traditions, even in our modern times"	festival	Unknown	Santali	2	1.6
"Manjhi-eva, the village chiefs wife, (from Manjhi) chief, and
era, wife,
Orati-bonga, a house-god
(orali, house, bonga9 a god"	housing	Unknown	Santali	2	1.6
"Methods Adopted for the Study:
Data were collected by a field work
conducted among the Santals of Rengalbeda
village dwellers"	social	Unknown	Santali	2	1.6
"Quite often the carving has a 
group of women in a row formation 
performing a dance dedicated to the fertility 
of the earth"	gender	Unknown	Santali	2	1.6
"These tutorials are often
run and guided by young educated Santali girls
imparting the light of education among their juniors"	language	Unknown	Santali	2	1.6
"The 
script charts are ideograms that the alphabetically employ, but they are based on symbols like earth, 
blueprint, ear or drum that are the symbols of Santal (Ol Chiki: script writing)"	language	Unknown	Santali	3	1.5957446808510638
"As the 
Santals belong to the Munda family of languages, they have been classified by Anthropologists as Pre-Dravidians, 
Kolarians, Dravidians, Proto-Australoids, Nishadies and Austrics(J"	gender	Unknown	Santali	3	1.5957446808510638
"However, this research argues that Santal literature, 
especially folktales, answers the questions of their identity because the folktales preserved their cultures, traditions, and 
nature"	festival	Unknown	Santali	3	1.5957446808510638
"Santals were neither written at all, nor were 
written using the Bengali or Oriya script before the development of this script"	gender	West Bengal	Santali	2	1.5873015873015872
"On the appointed day the 
raebaric is accompanied by the girl‟s father, village headman and other relatives to the boy‟s house"	housing	Unknown	Santali	2	1.5873015873015872
"com 
 
Page | 37 
Novelty Journals 
will proceed to the boy‟s house accompanied by headman and Jog Manjhi of the boy‟s village"	housing	Unknown	Santali	2	1.5873015873015872
"This situation could
only be changed with the upgraded status of the
tribal languages that is presently discussed in
Jharkhand"	customs	Jharkhand	Santali	2	1.5873015873015872
"When enacted, it supplemented existing British-era tenancy laws and
codified some of the customary laws related to tribal land"	gender	Unknown	Santali	2	1.5873015873015872
"The social life of the Santals is highly
organized and is based on their traditional village
organization and political organization which, they
believe, were an identity of their ancestors"	festival	Unknown	Santali	3	1.5873015873015872
"In early days the Santals of this region had
their traditional institution through which they
enriched their cultural heritage"	festival	Unknown	Santali	2	1.5873015873015872
"Wealth Making
Traditionally tribal were not of a character to be
conscious about wealth making or securing and saving
the same"	festival	Unknown	Santali	2	1.5873015873015872
"Interaction
and coming in contact with the non-tribal community
for residence, employment, and in educational
institutions etc"	gender	Unknown	Santali	2	1.5873015873015872
"Further, the documentation of language
and literature in their own language has  preserved
the intangible cultural heritage of Santals in spite
of different forces of socio- cultural changes"	gender	Unknown	Santali	3	1.5789473684210527
"The values of the Ol Chiki letters are as follows:
Usaraà hand
Letters
15/05/2025, 12:34
Ol Chiki script - Wikipedia
https://en"	language	Unknown	Santali	2	1.574803149606299
"Most of the Santals especially young generation is using Bangla language for 
purpose of reading, writing and speaking nowadays"	language	Unknown	Santali	2	1.574803149606299
"90
Women who collect forest produce seem to better at it than men, since they
can sell their produce directly in tribal markets"	gender	Unknown	Santali	2	1.574803149606299
"Documentation of indigenous 
knowledge, skill and practices of Kirata nationalities with special focus 
on biological resources"	gender	Unknown	Santali	2	1.574803149606299
"com 
 
Page | 36 
Novelty Journals 
The Santhal Deputy Commissioner, the village Heads, the Darogas, musicians and the teachers"	festival	Unknown	Santali	2	1.574803149606299
"The 
Santals, the largest ¤div¤s¯ community on the Indian Subcontinent numbers approximately 5 
million people (Gautam 1998:14)"	gender	Unknown	Santali	2	1.574803149606299
"pointing out the need for periodic monitoring
and evaluation of experimental schemes for
introducing teaching in tribal scripts"	gender	Unknown	Santali	2	1.574803149606299
"In the present context, many Santals are now forgetting their 
folklore; they do not share folktales in the village like before"	social	Unknown	Santali	2	1.574803149606299
